poi_id,business_name,address,city,state,zip,lat,lon,record_type,operating_status,poi_confidence,geocode_precision,competition_3mi,nearest_competitor_mi,median_household_income_est,renter_pct_est,multifamily_pct_est,no_vehicle_pct_est,population_density_est,hispanic_pct_est,black_pct_est,immigrant_language_proxy_pct_est,income_fit_score,renter_score,multifamily_score,no_vehicle_score,density_score,ethnicity_language_proxy_score,demand_score_0_100,opportunity_score_0_100,map_color,demand_zone,data_quality_flag,source,source_url,notes,google_maps_url
DS024,Dallas Speed Wash - directory seed #24,4652 Lancaster Ave (Dallas directory seed; exact address pending),Dallas,TX,,32.74,-96.81077,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,51,0.48,46647,65.3,45.1,8.8,4414,48.5,45.4,31.6,100,100,50.2,52.3,53.0,83.5,67.4,45.0,yellow,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.74,-96.81077"
DS025,Dallas Clean Wash - directory seed #25,6904 Rosedale St (Dallas directory seed; exact address pending),Dallas,TX,,32.816738,-96.828021,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,43,0.25,55077,45.1,36.3,10.1,4980,31.7,28.4,30.2,100,55.8,32.6,62.3,63.3,58.0,54.1,35.2,red,Irving East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.816738,-96.828021"
DS026,Dallas Wash & Dry - directory seed #26,2572 Belt Line Rd (Dallas directory seed; exact address pending),Dallas,TX,,32.818961,-96.732918,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,36,0.48,57842,48.5,36.9,12.0,5011,42.2,21.1,28.2,100,63.3,33.8,76.9,63.8,65.2,58.1,39.2,red,East Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.818961,-96.732918"
DS027,Dallas Laundry Mart - directory seed #27,297 Josey Ln (Dallas directory seed; exact address pending),Dallas,TX,,32.738343,-96.774808,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,39,0.75,57263,58.3,52.5,7.2,4105,45.5,29.6,38.6,100,85.1,65.0,40.0,47.4,76.6,64.2,44.8,yellow,South Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.738343,-96.774808"
DS028,Dallas Spin Wash - directory seed #28,2486 Division St (Dallas directory seed; exact address pending),Dallas,TX,,32.741758,-96.82753,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,51,0.28,42248,62.5,52.5,11.5,4330,44.1,40.4,30.8,100,94.4,65.0,73.1,51.5,76.4,70.5,45.5,yellow,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.741758,-96.82753"
DS029,Dallas Spin Wash - directory seed #29,2156 Preston Rd (Dallas directory seed; exact address pending),Dallas,TX,,32.762318,-96.787712,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,52,0.33,48079,60.3,43.1,6.8,5184,44.6,39.7,33.1,100,89.6,46.2,36.9,67.0,77.6,64.3,42.0,yellow,South Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.762318,-96.787712"
DS030,Dallas Clean Wash - directory seed #30,984 Marsh Ln (Dallas directory seed; exact address pending),Dallas,TX,,32.826225,-96.775305,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,49,0.23,57437,43.2,38.0,8.8,4701,31.3,13.8,20.8,100,51.6,36.0,52.3,58.2,47.5,51.4,33.5,red,East Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.826225,-96.775305"
DS031,Dallas Washateria - directory seed #31,6636 Cooper St (Dallas directory seed; exact address pending),Dallas,TX,,32.809466,-96.812067,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,55,0.25,56238,46.5,34.6,10.5,4303,32.8,16.2,27.2,100,58.9,29.2,65.4,51.0,52.8,52.4,34.2,red,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.809466,-96.812067"
DS032,Dallas Laundry Center - directory seed #32,3222 Belt Line Rd (Dallas directory seed; exact address pending),Dallas,TX,,32.774668,-96.810938,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,54,0.7,56105,45.9,45.9,7.4,5062,33.0,32.9,21.9,100,57.6,51.8,41.5,64.8,57.8,56.5,39.7,red,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.774668,-96.810938"
DS033,Dallas Coin Laundry - directory seed #33,961 Buckner Blvd (Dallas directory seed; exact address pending),Dallas,TX,,32.770169,-96.85161,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,39,0.28,52112,55.5,54.5,10.3,4052,40.1,29.7,33.5,100,78.9,69.0,63.8,46.4,68.8,65.3,42.4,yellow,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.770169,-96.85161"
DS034,Dallas Coin Laundry - directory seed #34,6057 Denton Hwy (Dallas directory seed; exact address pending),Dallas,TX,,32.784046,-96.791873,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,53,0.48,61140,43.5,30.4,6.5,4296,23.8,15.8,24.7,100,52.2,20.8,34.6,50.8,42.1,45.4,31.4,red,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.784046,-96.791873"
DS035,Dallas Clean Wash - directory seed #35,6264 Lancaster Ave (Dallas directory seed; exact address pending),Dallas,TX,,32.729435,-96.837887,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,45,0.15,45872,65.7,55.4,9.7,4067,44.2,24.6,37.5,100,100,70.8,59.2,46.7,72.7,70.7,44.9,yellow,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.729435,-96.837887"
DS036,Dallas Washateria - directory seed #36,6066 Josey Ln (Dallas directory seed; exact address pending),Dallas,TX,,32.749448,-96.818365,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,52,0.46,51597,59.1,49.9,7.8,4719,39.6,43.1,30.5,100,86.9,59.8,44.6,58.5,72.7,65.6,43.7,yellow,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.749448,-96.818365"
DS037,Dallas Quick Wash - directory seed #37,7734 Josey Ln (Dallas directory seed; exact address pending),Dallas,TX,,32.734389,-96.79867,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,44,0.18,48455,54.7,42.3,9.7,4907,43.6,40.0,32.4,100,77.1,44.6,59.2,61.9,76.4,62.2,39.8,yellow,South Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.734389,-96.79867"
DS038,Dallas Laundromat - directory seed #38,5713 Eldorado Pkwy (Dallas directory seed; exact address pending),Dallas,TX,,32.756004,-96.846824,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,46,0.11,47758,63.8,52.0,13.7,5091,36.2,27.3,30.0,100,97.3,64.0,90.0,65.3,62.2,74.0,46.6,yellow,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.756004,-96.846824"
DS039,Dallas Laundry Center - directory seed #39,8559 Main St (Dallas directory seed; exact address pending),Dallas,TX,,32.774348,-96.770112,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,47,0.33,52684,43.8,45.9,8.5,4102,41.0,21.4,36.4,100,52.9,51.8,50.0,47.3,67.5,54.1,35.7,red,South Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.774348,-96.770112"
DS040,Dallas Spin Wash - directory seed #40,2501 Preston Rd (Dallas directory seed; exact address pending),Dallas,TX,,32.826308,-96.793044,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,51,0.13,66192,47.2,32.2,11.1,4208,22.8,24.3,22.4,98.3,60.4,24.4,70.0,49.2,43.7,51.3,32.7,red,East Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.826308,-96.793044"
DS041,Dallas Washateria - directory seed #41,4983 K Ave (Dallas directory seed; exact address pending),Dallas,TX,,32.822256,-96.76086,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,49,0.29,62922,49.6,33.8,8.1,4216,37.2,22.8,30.6,100,65.8,27.6,46.9,49.4,61.6,52.1,34.3,red,East Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.822256,-96.76086"
DS042,Dallas Wash House - directory seed #42,6108 Davis St (Dallas directory seed; exact address pending),Dallas,TX,,32.798282,-96.830444,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,49,0.99,61397,45.3,31.5,6.2,4466,35.2,22.7,28.6,100,56.2,23.0,32.3,53.9,58.7,47.9,36.3,red,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.798282,-96.830444"
DS043,Dallas Clean Wash - directory seed #43,8336 Hampton Rd (Dallas directory seed; exact address pending),Dallas,TX,,32.806613,-96.792437,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,54,0.19,55010,47.9,37.9,7.8,4788,31.9,23.4,29.8,100,62.0,35.8,44.6,59.8,56.0,53.9,34.7,red,East Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.806613,-96.792437"
DS044,Dallas Laundry Center - directory seed #44,3297 Camp Bowie Blvd (Dallas directory seed; exact address pending),Dallas,TX,,32.746235,-96.753388,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,33,0.6,54813,60.1,52.3,9.8,4702,46.9,20.8,38.4,100,89.1,64.6,60.0,58.2,74.3,68.6,46.5,yellow,South Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.746235,-96.753388"
DS045,Dallas Spin Wash - directory seed #45,3814 Park Row Dr (Dallas directory seed; exact address pending),Dallas,TX,,32.811717,-96.763418,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,50,0.34,56718,47.5,44.6,8.3,5189,42.9,38.4,32.7,100,61.1,49.2,48.5,67.1,75.1,58.8,38.7,red,East Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.811717,-96.763418"
DS046,Dallas Laundromat - directory seed #46,557 Camp Bowie Blvd (Dallas directory seed; exact address pending),Dallas,TX,,32.775906,-96.764659,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,46,0.33,58042,52.4,37.2,6.6,4525,35.3,21.3,26.7,100,72.0,34.4,35.4,55.0,57.4,54.5,36.0,red,East Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.775906,-96.764659"
DS047,Dallas Family Laundry - directory seed #47,5740 Marsh Ln (Dallas directory seed; exact address pending),Dallas,TX,,32.773646,-96.83989,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,47,0.05,49869,49.3,39.4,10.7,4095,35.4,36.0,26.1,100,65.1,38.8,66.9,47.2,63.4,56.0,35.1,red,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.773646,-96.83989"
DS048,Dallas Laundry Center - directory seed #48,6074 Belt Line Rd (Dallas directory seed; exact address pending),Dallas,TX,,32.830384,-96.7333,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,32,0.48,47374,47.5,41.0,7.3,4465,38.1,21.4,34.0,100,61.1,42.0,40.8,53.9,63.4,54.0,36.7,red,East Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.830384,-96.7333"
DS049,Dallas Quick Wash - directory seed #49,5633 Park Row Dr (Dallas directory seed; exact address pending),Dallas,TX,,32.732937,-96.801189,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,46,0.18,41618,60.7,46.6,11.0,3965,40.0,33.9,27.4,100,90.4,53.2,69.2,44.8,67.9,65.3,41.7,yellow,South Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.732937,-96.801189"
DS050,Dallas Clean Wash - directory seed #50,131 Josey Ln (Dallas directory seed; exact address pending),Dallas,TX,,32.790347,-96.740957,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,43,0.39,56947,55.6,50.0,9.8,4775,30.6,33.9,26.2,100,79.1,60.0,60.0,59.5,57.5,64.6,42.6,yellow,East Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.790347,-96.740957"
DS051,Dallas Family Laundry - directory seed #51,2064 Cooper St (Dallas directory seed; exact address pending),Dallas,TX,,32.759541,-96.776961,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,54,0.37,44479,56.2,43.6,8.3,4379,39.4,27.8,34.3,100,80.4,47.2,48.5,52.3,67.6,60.6,40.1,yellow,South Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.759541,-96.776961"
DS052,Dallas Clean Wash - directory seed #52,3024 Division St (Dallas directory seed; exact address pending),Dallas,TX,,32.804215,-96.800075,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,52,0.33,62542,47.7,43.8,5.4,3989,30.0,22.8,23.5,100,61.6,47.6,26.2,45.3,51.1,51.9,34.3,red,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.804215,-96.800075"
DS053,Dallas Speed Wash - directory seed #53,6585 Marsh Ln (Dallas directory seed; exact address pending),Dallas,TX,,32.758277,-96.754885,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,42,0.71,49259,52.2,48.0,12.5,4270,35.4,16.0,28.0,100,71.6,56.0,80.8,50.4,55.8,62.5,43.5,yellow,South Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.758277,-96.754885"
DS054,Dallas Wash & Dry - directory seed #54,2702 Davis St (Dallas directory seed; exact address pending),Dallas,TX,,32.803469,-96.855111,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,43,0.63,53404,49.7,38.2,11.6,5099,32.1,18.9,23.9,100,66.0,36.4,73.8,65.4,51.8,58.6,40.5,red,Irving East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.803469,-96.855111"
DS055,Dallas Clean Wash - directory seed #55,7724 Camp Bowie Blvd (Dallas directory seed; exact address pending),Dallas,TX,,32.72473,-96.784286,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,40,0.29,47206,64.7,56.9,12.6,4429,39.0,23.5,30.4,100,99.3,73.8,81.5,53.3,63.7,73.9,47.8,yellow,South Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.72473,-96.784286"
DS056,Dallas Wash House - directory seed #56,7871 Legacy Dr (Dallas directory seed; exact address pending),Dallas,TX,,32.737779,-96.751289,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,33,0.6,42790,56.6,41.3,8.5,4817,44.2,29.5,37.5,100,81.3,42.6,50.0,60.3,74.7,61.6,42.2,yellow,South Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.737779,-96.751289"
DS057,Dallas Family Laundry - directory seed #57,450 Main St (Dallas directory seed; exact address pending),Dallas,TX,,32.73885,-96.79024,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,45,0.55,40371,65.7,51.4,10.0,4827,48.4,43.8,31.8,100,100,62.8,61.5,60.5,82.8,71.9,48.2,yellow,South Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.73885,-96.79024"
DS058,Dallas Laundry Center - directory seed #58,2381 Division St (Dallas directory seed; exact address pending),Dallas,TX,,32.793164,-96.793279,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,54,0.34,63109,43.3,40.4,5.2,5101,25.9,24.1,23.9,100,51.8,40.8,24.6,65.5,47.5,50.8,33.7,red,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.793164,-96.793279"
DS059,Fort Worth Laundromat - directory seed #1,4226 Park Row Dr (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.791377,-97.371254,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,33,0.3,59824,45.6,44.5,9.4,3688,33.1,36.8,22.7,100,56.9,49.0,56.9,39.8,59.9,53.7,35.3,red,Haltom/NRH,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.791377,-97.371254"
DS060,Fort Worth Spin Wash - directory seed #2,5441 Garland Rd (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.755628,-97.293885,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,34,0.14,51531,53.8,46.0,8.6,2895,50.9,37.6,38.0,100,75.1,52.0,50.8,25.4,85.4,57.3,36.5,red,Fort Worth East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.755628,-97.293885"
DS061,Fort Worth Clean Wash - directory seed #3,5896 Marsh Ln (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.746591,-97.38245,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,30,0.57,48717,51.6,48.0,7.6,3675,41.1,25.0,33.6,100,70.2,56.0,43.1,39.5,67.9,57.4,39.4,red,Fort Worth South,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.746591,-97.38245"
DS062,Fort Worth Wash & Dry - directory seed #4,6991 Pioneer Pkwy (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.764668,-97.274198,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,33,0.53,46233,56.1,38.4,7.6,3932,40.8,19.3,35.4,100,80.2,36.8,43.1,44.2,66.0,56.6,38.6,red,Fort Worth East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.764668,-97.274198"
DS063,Fort Worth Wash & Dry - directory seed #5,406 Marsh Ln (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.759001,-97.327509,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,34,0.62,62380,49.1,47.0,5.3,3384,39.4,19.1,28.5,100,64.7,54.0,25.4,34.3,61.5,52.7,36.8,red,Fort Worth East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.759001,-97.327509"
DS064,Fort Worth Wash & Dry - directory seed #6,2554 Davis St (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.767441,-97.292155,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,37,0.29,47107,58.5,46.8,8.4,3017,38.9,19.9,26.6,100,85.6,53.6,49.2,27.6,60.5,59.2,38.6,red,Fort Worth East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.767441,-97.292155"
DS065,Fort Worth Wash House - directory seed #7,9217 Broadway Ave (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.752584,-97.299273,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,34,0.38,56996,49.4,42.2,9.8,3733,29.5,17.4,27.3,100,65.3,44.4,60.0,40.6,49.9,54.8,36.5,red,Fort Worth East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.752584,-97.299273"
DS066,Fort Worth Washateria - directory seed #8,8005 Camp Bowie Blvd (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.775556,-97.326498,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,39,0.1,55289,52.5,39.0,7.4,2721,36.8,24.5,24.8,100,72.2,38.0,41.5,22.2,59.5,51.1,32.3,red,Fort Worth East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.775556,-97.326498"
DS067,Fort Worth Coin Laundry - directory seed #9,3234 Garland Rd (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.797655,-97.392845,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,28,0.78,56462,45.1,43.3,10.2,2824,37.8,14.2,31.3,100,55.8,46.6,63.1,24.1,58.9,51.1,36.9,red,Haltom/NRH,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.797655,-97.392845"
DS068,Fort Worth Washateria - directory seed #10,9303 Main St (Fort Worth directory seed; exact address pending),Fort Worth,TX,,32.785449,-97.32972,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,40,0.61,57810,47.4,40.9,8.5,3029,41.8,35.6,34.7,100,60.9,41.8,50.0,27.8,73.6,51.4,36.0,red,Haltom/NRH,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.785449,-97.32972"
